,age,fnlwgt,educational-num,capital-gain,capital-loss,hours-per-week,education_cat,workclass_cat,marital-status_cat,occupation_cat,relationship_cat,race_cat,gender_cat,native-country_cat
12811,35,306388.0,9,0,0,30,11,2,0,11,4,4,0,38
12812,20,143604.0,10,0,0,2,15,2,4,11,4,4,0,38
12813,26,174592.0,13,0,0,15,9,2,4,7,3,4,0,38
12814,45,48553.0,10,0,0,60,15,4,2,2,0,4,1,38
12815,23,358355.0,3,0,0,40,4,2,2,5,5,4,0,25
12816,48,443377.0,14,0,0,50,12,2,4,9,1,4,1,38
12817,28,229656.0,14,0,1485,40,12,1,2,3,5,4,0,38
12818,40,115515.99999999999,14,0,0,40,12,2,2,7,0,1,1,2
12819,62,189665.0,14,15024,0,40,12,2,2,3,0,4,1,38
12820,52,105010.0,10,0,0,30,15,4,4,2,4,4,1,38
12821,50,320510.0,10,0,0,60,15,2,2,3,0,4,1,38
12822,43,175943.0,9,0,0,20,11,2,2,11,2,4,0,38
12823,44,89172.0,14,0,0,40,12,2,0,0,1,4,1,38
12824,25,281627.0,13,0,1564,30,9,2,4,12,1,4,0,38
12825,23,1117718.0,10,0,0,30,15,5,4,10,1,2,1,38
12826,39,108292.99999999999,9,0,0,40,11,2,4,0,4,4,0,38
12827,26,152035.0,9,0,0,40,11,2,4,3,1,4,0,38
12828,40,38389.0,11,0,0,40,8,2,2,2,0,4,1,38
12829,23,213902.0,10,0,0,20,15,2,4,7,4,4,0,38
12830,22,192812.0,13,0,0,35,9,1,4,9,3,4,0,38
12831,35,301911.0,13,0,0,50,9,2,2,3,0,1,1,23
12832,52,89041.0,14,99999,0,40,12,2,2,3,0,4,1,38
12833,37,96483.0,12,5178,0,38,7,2,2,0,2,1,0,38
12834,25,209970.0,10,0,0,45,15,2,4,7,1,4,0,38
12835,27,110622.0,13,0,0,40,9,2,4,0,1,1,0,29
12836,51,250807.0,10,0,0,40,15,5,4,3,1,4,1,38
12837,18,391257.00000000006,10,0,0,16,15,5,4,0,1,4,0,38
12838,26,135521.0,9,0,0,50,11,2,4,2,3,4,1,38
12840,42,179533.0,9,0,0,40,11,2,2,2,0,4,1,38
12841,64,250116.99999999997,13,0,1902,50,9,2,2,10,0,4,1,38
12842,34,101562.0,9,0,0,40,11,5,4,7,3,4,0,38
12843,70,223275.0,13,0,0,40,9,3,2,3,0,4,1,38
12844,27,126060.0,11,0,0,35,8,2,4,9,1,4,0,38
12845,52,168035.0,10,0,0,45,15,5,2,12,0,4,1,38
12846,25,175382.0,9,0,0,45,11,2,4,0,1,4,1,38
12847,33,170540.0,9,0,0,40,11,2,5,0,1,4,0,38
12848,18,243239.99999999997,7,0,0,15,1,2,4,5,3,4,1,38
12849,51,381769.0,9,0,0,50,11,4,2,4,0,4,1,38
12850,35,104545.0,9,0,0,20,11,2,0,3,4,4,0,38
12851,61,74040.0,13,0,0,30,9,2,0,11,1,1,0,34
12852,41,275366.0,10,0,0,40,15,0,2,7,0,4,1,38
12853,40,194360.0,11,0,0,72,8,4,2,11,0,4,1,38
12854,24,334693.0,9,0,0,40,11,5,2,0,5,4,0,38
12855,29,146764.0,10,0,0,35,15,2,0,0,1,4,0,38
12857,18,336508.0,7,0,0,15,1,2,4,0,3,4,0,38
12858,60,427247.99999999994,9,0,0,40,11,2,0,0,1,4,0,38
12860,28,258363.99999999997,10,0,0,40,15,2,0,0,4,4,0,38
12861,26,214214.99999999997,7,0,0,50,1,1,2,7,2,4,1,38
12862,41,49448.0,9,99999,0,40,11,4,2,2,0,4,1,38
12863,52,261198.00000000003,9,0,0,40,11,2,0,2,1,4,1,38
12864,45,270535.0,13,15024,0,40,9,3,2,9,0,4,1,38
12865,26,218993.0,13,0,0,30,9,4,4,9,3,4,1,38
12866,48,155489.0,10,0,0,40,15,2,0,9,1,4,1,38
12868,47,98828.0,9,0,0,35,11,2,6,9,4,3,0,32
12869,22,233495.0,5,0,0,40,6,2,0,8,1,4,0,38
12870,35,182203.0,10,0,0,40,15,2,0,6,4,1,0,29
12871,38,33394.0,9,0,0,75,11,2,2,11,0,4,1,38
12873,34,80411.0,10,0,0,40,15,1,2,10,0,4,1,38
12874,39,161295.0,12,0,0,40,7,2,0,0,4,4,0,38
12876,38,311523.0,10,0,0,40,15,2,2,6,0,3,1,19
12877,25,315130.0,13,0,0,10,9,2,4,12,1,4,0,38
12878,23,67311.0,13,0,0,40,9,2,4,3,3,4,0,1
12879,48,44907.0,13,0,0,45,9,2,0,12,1,4,0,38
12880,62,104849.0,14,0,0,40,12,2,2,0,0,1,1,2
12881,27,225768.0,9,0,0,20,11,2,4,7,3,4,1,38
12882,24,186666.0,10,0,0,50,15,2,2,2,0,4,1,38
12884,59,171242.0,13,0,0,45,9,2,5,3,1,4,1,38
12885,55,197420.0,9,0,0,40,11,2,4,8,4,4,0,25
12886,48,224087.0,6,0,0,40,0,2,2,13,0,2,1,38
12887,61,140141.0,10,0,0,40,15,4,2,2,0,4,1,38
12888,43,175943.0,10,0,0,14,15,4,4,2,1,4,0,38
12889,46,318259.0,9,0,0,40,11,1,4,7,4,4,0,38
12890,34,190027.0,9,0,0,35,11,2,5,12,4,2,0,38
12891,32,233838.0,9,0,0,50,11,2,2,13,0,2,1,38
12893,26,49092.0,9,0,0,30,11,2,2,9,0,4,1,38
12894,39,171524.0,6,0,0,40,0,2,4,5,1,4,1,3
12895,50,237868.0,9,0,1887,55,11,2,2,11,0,4,1,38
12896,51,34067.0,9,0,0,40,11,4,2,2,0,4,1,38
12897,43,25005.0,10,0,0,40,15,3,2,3,0,4,1,38
12898,30,177437.0,13,0,0,40,9,2,0,11,1,4,1,38
12899,44,185267.0,13,0,1902,40,9,1,2,9,0,4,1,38
12900,40,104397.0,9,0,0,30,11,2,2,11,3,4,0,38
12901,41,33331.0,14,0,1902,40,12,2,2,3,0,4,1,38
12902,48,29128.0,9,0,0,20,11,2,0,7,4,4,0,38
12903,57,328228.0,9,0,0,40,11,5,2,0,0,4,1,38
12904,21,227410.99999999997,11,0,0,40,8,2,4,11,3,4,0,38
12905,27,169117.0,10,0,0,30,15,2,4,0,4,2,0,38
12906,27,238267.0,10,0,0,10,15,2,4,7,4,4,0,38
12907,31,118551.0,9,0,0,40,11,2,4,12,1,4,0,38
12908,23,47541.0,9,0,0,50,11,2,2,6,0,4,1,38
12909,45,92374.0,10,13550,0,60,15,2,4,3,1,3,1,18
12911,32,131568.0,10,0,0,40,15,2,2,6,0,4,1,38
12912,42,183319.0,9,0,0,43,11,2,0,2,1,4,1,38
12913,41,309932.0,9,0,0,50,11,2,2,2,0,4,1,38
12914,60,197311.0,9,0,0,99,11,2,0,8,4,4,0,38
12915,28,292120.0,10,0,0,42,15,2,4,0,3,4,0,38
12916,49,117310.0,12,0,0,38,7,2,2,0,3,4,0,38
12917,23,308647.0,11,0,1887,40,8,2,2,12,0,4,1,38
12918,30,135785.0,13,0,0,40,9,2,4,9,1,4,0,38
12919,28,179008.0,11,0,0,50,8,2,2,9,0,4,1,38
12920,27,205188.0,9,0,0,60,11,5,2,10,0,4,1,38
12921,26,193945.0,14,0,0,60,12,2,4,3,1,4,1,38
12922,40,258589.0,14,0,0,80,12,5,4,2,1,4,1,38
12923,30,107141.99999999999,13,0,0,37,9,5,2,9,0,4,1,38
12924,42,23157.0,13,0,0,50,9,2,2,9,0,4,1,38
12925,72,47203.0,9,4931,0,70,11,4,2,4,0,4,1,38
12926,30,279923.0,10,0,0,40,15,2,4,11,1,2,1,38
12927,51,192386.0,11,6849,0,40,8,2,0,2,1,4,1,38
12928,24,188569.0,14,4787,0,60,12,2,4,3,3,4,0,38
12929,43,68748.0,9,0,0,40,11,2,4,2,2,4,1,38
12930,53,239155.0,10,0,0,50,15,2,2,3,0,4,1,38
12931,45,165346.0,10,0,0,64,15,2,0,3,4,4,0,38
12932,21,392081.99999999994,10,0,0,40,15,2,4,0,3,3,1,38
12933,36,379522.0,13,0,0,40,9,2,0,9,1,4,1,10
12934,34,109916.99999999999,9,0,0,40,11,2,0,6,1,4,0,38
12935,25,109097.00000000001,7,0,0,40,1,2,4,0,1,4,0,38
12936,57,202765.0,9,0,0,40,11,5,2,2,0,4,1,38
12937,46,125892.0,14,15024,0,40,12,0,2,3,2,4,1,38
12938,30,119411.0,9,0,0,40,11,2,0,4,1,4,1,38
12939,31,88231.0,13,0,0,40,9,2,4,2,1,4,1,38
12940,42,188561.0,13,0,0,40,9,2,2,9,0,4,1,38
12941,48,191681.0,9,0,0,40,11,2,2,2,0,4,1,38
12942,42,36999.0,10,3325,0,40,15,2,0,2,1,4,1,38
12943,57,161662.0,9,4650,0,40,11,2,3,2,1,4,1,38
12944,45,111993.99999999999,14,0,0,40,12,1,2,9,0,4,1,38
12945,27,247710.99999999997,13,0,2258,55,9,2,4,11,1,4,0,38
12946,41,271282.0,7,0,0,20,1,2,0,10,1,4,0,38
12947,44,314739.0,10,0,0,40,15,2,2,11,0,4,1,38
12948,39,195148.0,10,0,0,40,15,5,2,11,0,4,1,38
12949,18,358121.0,10,0,0,25,15,2,4,11,3,4,0,38
12950,31,101266.0,12,0,0,40,7,2,2,2,0,4,1,38
12951,24,278391.0,9,0,0,50,11,2,4,0,4,4,1,38
12952,19,206751.0,10,0,0,30,15,2,4,0,3,4,1,38
12953,54,161147.0,9,2174,0,40,11,2,4,0,3,4,0,38
12954,47,301431.0,10,0,0,40,15,2,0,6,4,4,0,38
12955,17,347000.0,8,0,0,12,2,2,4,4,3,4,1,38
12956,39,25806.0,14,0,0,48,12,5,2,9,0,1,1,2
12957,24,181557.0,9,0,0,40,11,2,4,5,3,2,1,38
12958,20,20057.0,10,0,0,40,15,2,4,10,1,0,0,38
12959,25,190107.0,9,0,0,40,11,2,2,2,0,4,1,38
12960,39,30269.0,13,0,0,44,9,1,4,9,1,4,0,38
12961,20,117767.0,10,0,0,40,15,2,4,9,3,4,1,38
12962,44,406734.0,14,0,0,40,12,2,2,2,0,2,1,38
12963,23,236696.0,12,0,0,20,7,2,4,2,3,4,1,19
12964,24,354691.0,8,0,0,40,2,2,4,2,1,4,1,38
12965,53,199720.0,9,0,0,40,11,2,2,11,0,4,1,38
12966,24,31606.0,13,0,0,20,9,4,2,9,2,4,0,38
12967,45,133973.0,10,0,0,40,15,0,0,0,4,4,0,38
12968,55,323639.0,10,0,0,74,15,2,2,13,0,4,1,38
12969,21,225724.00000000003,10,0,0,20,15,2,4,0,3,4,0,38
12970,64,144391.0,14,0,0,40,12,4,2,4,0,4,1,38
12971,36,34173.0,13,0,0,20,9,2,2,6,5,4,0,38
12972,55,219074.00000000003,10,0,0,55,15,1,0,0,1,2,0,38
12973,21,379525.0,10,4416,0,24,15,2,4,0,3,4,0,38
12974,17,287160.0,7,0,0,7,1,1,4,9,3,4,0,38
12975,27,130385.99999999999,10,0,0,40,15,2,4,7,3,4,0,38
12976,25,409814.99999999994,11,0,0,40,8,2,4,3,1,2,0,38
12977,38,212142.99999999997,10,0,0,35,15,2,2,3,5,4,0,38
12979,52,235567.0,9,0,0,40,11,2,0,0,1,4,0,38
12980,22,306868.0,9,0,0,30,11,2,4,5,1,4,1,38
12981,37,353550.0,14,15024,0,60,12,2,2,3,0,4,1,38
12982,37,107302.0,10,15024,0,45,15,2,2,9,0,4,1,38
12983,65,169435.0,14,0,0,39,12,4,2,9,0,4,1,38
12984,28,105816.99999999999,13,0,0,40,9,2,4,0,3,4,1,38
12985,32,68879.0,13,0,0,50,9,4,2,3,0,4,1,38
12986,53,206288.0,13,0,0,35,9,4,2,2,0,1,1,39
12987,32,187936.0,6,0,0,50,0,2,4,2,1,2,0,38
12988,45,226080.99999999997,11,0,0,40,8,2,2,2,0,4,1,38
12990,34,79190.0,13,0,0,50,9,1,2,9,5,4,0,38
12991,39,34996.0,9,0,0,40,11,2,2,7,5,4,0,38
12992,43,318415.0,10,0,0,40,15,2,0,6,4,2,0,38
12994,35,148334.0,10,0,0,40,15,2,4,0,3,2,1,38
12995,41,160120.0,16,0,0,40,10,3,2,11,0,1,1,35
12996,62,285692.0,14,0,0,20,12,4,3,11,1,4,0,38
12997,45,461725.0,9,0,0,40,11,2,2,5,0,4,1,38
12998,35,104329.0,9,0,0,40,11,2,0,6,1,4,0,38
12999,34,37284.0,10,0,0,40,15,2,2,2,0,4,1,38
13000,40,154374.0,15,0,0,60,14,2,2,9,0,4,1,38
13001,17,209650.0,6,0,0,15,0,2,4,7,3,4,1,38
13002,18,227529.0,9,0,0,40,11,2,4,11,3,4,1,38
13003,27,249382.00000000003,9,0,0,40,11,2,0,7,4,2,0,38
13004,20,305781.0,7,0,0,40,1,2,4,5,1,4,1,38
13005,55,147989.0,10,0,0,58,15,2,2,2,0,4,1,38
13006,57,207604.0,4,0,0,40,5,2,6,7,1,4,0,38
13007,38,367260.0,16,0,0,40,10,2,2,0,0,4,1,38
13008,20,147523.0,5,0,0,40,6,2,4,5,1,4,0,7
13009,52,193116.0,4,0,0,20,5,4,2,2,0,4,1,25
13010,18,50119.0,6,0,0,20,0,2,4,7,1,2,1,38
13011,52,262579.0,9,0,0,45,11,2,2,5,0,4,1,38
13012,42,244910.0,13,0,0,40,9,2,2,0,0,4,1,38
13013,48,120902.0,13,0,0,40,9,2,2,12,0,4,1,38
13014,55,217241.0,9,0,0,40,11,2,0,3,1,4,0,38
13015,18,65098.00000000001,9,0,0,30,11,2,4,2,3,4,1,38
13016,17,364491.0,7,0,0,22,1,2,4,11,3,4,1,38
13017,47,209739.0,9,0,0,40,11,2,2,5,0,4,1,38
13018,29,72338.0,9,0,0,26,11,2,4,5,3,1,1,38
13019,48,215895.0,13,0,0,40,9,2,4,3,3,4,1,38
13020,31,32289.0,9,0,0,40,11,2,4,12,1,4,0,38
13021,54,209464.0,10,0,0,40,15,2,0,0,4,4,0,38
13022,69,98170.0,4,1086,0,20,5,2,6,7,1,4,0,38
13023,40,271665.0,10,0,0,50,15,2,2,12,0,4,1,38
13024,25,124111.0,9,0,0,50,11,2,4,6,3,4,0,38
13025,82,121944.0,4,0,0,40,5,4,2,3,0,4,1,38
13026,48,121424.00000000001,13,0,0,50,9,4,5,12,1,4,1,38
13027,53,33795.0,9,0,0,40,11,5,2,5,0,4,1,38
13028,47,150429.0,10,0,0,50,15,2,2,2,0,0,1,38
13029,57,124771.0,9,0,1740,40,11,2,2,2,0,4,1,38
13030,21,204159.99999999997,10,0,0,13,15,2,4,11,3,4,0,38
13031,52,243616.0,3,4101,0,40,4,2,5,2,4,2,0,38
13032,45,168556.0,10,0,0,40,15,2,0,6,1,4,1,38
13033,54,186224.0,14,0,0,40,12,2,4,9,1,4,1,38
13034,69,187332.0,15,20051,0,45,14,4,2,9,0,4,1,38
13035,30,113433.0,10,0,0,40,15,2,4,6,3,2,0,38
13036,37,268598.0,4,0,0,40,5,2,2,2,0,3,1,38
13037,60,137733.0,6,0,1977,44,0,3,2,3,0,4,1,38
13038,55,210318.0,9,0,0,40,11,2,2,4,0,4,1,38
13039,46,106662.0,13,99999,0,55,9,2,5,11,1,4,1,38
13040,21,162667.0,9,0,0,40,11,2,2,2,2,4,1,6
13041,25,187577.0,12,0,0,40,7,2,4,2,1,4,1,38
13042,67,89495.0,9,1797,0,4,11,2,2,11,0,4,1,38
13043,41,247082.0,14,0,0,40,12,1,2,9,0,4,1,38
13044,53,157059.0,9,0,0,50,11,2,2,0,0,4,1,38
13045,26,282643.0,9,0,0,40,11,2,4,0,3,4,0,38
13046,68,69249.0,9,0,0,10,11,4,2,4,0,4,1,38
13047,36,131766.0,12,3325,0,40,7,2,4,3,1,4,0,38
13048,20,163665.0,12,0,0,15,7,2,4,0,3,4,0,38
13049,20,165097.0,10,0,2001,40,15,2,4,3,2,4,1,38
13050,35,194668.0,15,99999,0,45,14,2,4,9,1,4,1,38
13051,27,116372.0,13,0,0,40,9,2,4,9,1,4,0,38
13052,29,113635.0,9,0,0,40,11,2,4,2,3,4,1,38
13053,28,162994.0,13,0,0,40,9,2,2,12,0,4,1,38
13054,40,266803.0,14,15024,0,50,12,2,2,9,5,4,0,1
13055,20,230482.00000000003,5,0,0,40,6,2,4,5,3,4,1,38
13056,51,299831.0,11,0,0,40,8,2,4,9,3,4,0,38
13057,30,172830.0,14,0,0,40,12,2,4,0,1,4,0,38
13058,50,144084.0,9,0,0,55,11,2,5,11,4,4,0,38
13059,30,295737.0,9,0,0,40,11,1,2,9,0,4,1,38
13060,34,207685.0,13,0,0,39,9,2,5,9,4,2,0,38
13061,55,161423.0,14,0,0,52,12,2,2,9,0,4,1,38
13062,53,122109.00000000001,12,0,0,70,7,4,0,11,1,4,0,38
13063,45,215892.0,14,0,2824,50,12,2,4,3,1,4,0,38
13064,45,176517.0,12,0,0,50,7,2,0,9,4,4,0,38
13065,40,220821.0,4,0,0,72,5,4,2,4,0,4,1,38
13066,73,249043.0,14,0,0,20,12,1,2,3,0,4,1,4
13067,18,58949.0,8,0,0,20,2,2,4,7,3,4,0,38
13068,33,158438.0,9,0,0,55,11,2,2,11,0,4,1,38
13069,33,154950.0,13,0,0,50,9,2,2,12,0,4,1,38
13070,38,200445.00000000003,10,0,0,48,15,2,2,6,0,4,1,38
13072,31,103651.0,9,0,0,45,11,0,2,0,0,4,1,38
13074,51,200046.0,13,0,2824,40,9,3,5,11,4,4,1,38
13075,32,193285.0,13,0,0,45,9,2,2,3,0,4,1,38
13076,52,146015.0,9,0,0,40,11,2,2,2,0,4,1,38
13077,41,195096.0,13,0,0,50,9,3,2,9,0,4,1,38
13078,25,221078.0,9,0,0,35,11,2,4,11,1,4,0,38
13079,45,186375.0,11,0,0,40,8,1,2,10,0,4,1,38
13080,61,44983.0,9,0,0,20,11,4,2,2,0,4,1,38
13081,71,29770.0,10,0,0,28,15,2,6,7,1,4,0,38
13082,63,266565.0,9,0,0,27,11,5,0,0,1,4,0,38
13083,45,235431.00000000003,9,0,0,40,11,5,5,11,4,2,0,38
13085,47,280030.0,9,0,0,52,11,2,2,2,0,4,1,38
13086,50,158352.0,14,0,0,25,12,4,0,9,1,4,0,38
13087,25,109972.0,13,0,0,45,9,1,4,9,3,4,1,38
13088,32,278940.0,9,0,0,40,11,2,4,6,1,2,0,38
13089,40,174395.0,16,0,0,40,10,2,2,3,0,4,1,38
13090,50,141592.0,6,0,0,40,0,2,0,0,4,4,0,38
13091,54,295525.0,10,0,0,40,15,2,0,10,4,4,0,38
13092,34,121321.0,9,0,0,50,11,2,2,13,0,4,1,38
13093,42,198955.0,5,0,0,46,6,2,0,6,1,2,0,38
13095,38,186191.0,9,0,0,60,11,2,0,11,1,4,1,38
13096,17,208967.0,7,0,0,24,1,2,4,11,3,4,0,38
13097,47,159399.0,15,0,0,55,14,2,2,9,0,4,1,38
13099,25,262656.0,12,0,0,40,7,2,4,11,3,4,0,38
13100,30,284629.0,9,0,0,40,11,2,2,13,0,4,1,38
13101,39,182189.0,9,0,1887,65,11,2,2,2,0,4,1,38
13102,47,38819.0,13,0,0,45,9,0,2,10,0,4,1,38
13103,57,191873.0,9,0,0,40,11,2,2,12,0,4,1,38
13104,25,125082.0,9,0,0,40,11,2,4,5,3,2,0,38
13105,68,67791.0,14,0,0,45,12,2,2,9,0,4,1,38
13106,34,334744.0,9,0,0,65,11,5,2,6,0,4,1,38
13107,35,198841.00000000003,9,0,0,40,11,2,2,4,0,4,1,38
13108,39,218490.0,12,0,0,40,7,1,2,2,0,4,1,38
13109,47,188386.0,12,0,0,40,7,2,2,2,0,4,1,38
13110,47,95661.0,10,0,0,45,15,2,6,3,1,4,0,10
13111,55,79011.0,9,0,0,70,11,4,2,4,0,1,1,38
13112,72,103368.0,10,0,0,21,15,4,2,4,0,4,1,38
13113,32,119176.0,9,0,0,44,11,2,2,0,5,4,0,38
13114,28,90928.0,11,0,0,40,8,2,4,3,1,4,0,38
13115,61,218009.0,15,0,0,35,14,3,0,9,1,4,1,38
13116,44,460259.0,13,0,0,50,9,4,2,11,0,4,1,38
13117,35,405284.0,14,0,0,35,12,1,2,9,5,4,0,38
13118,48,26502.0,13,0,0,40,9,4,2,3,0,4,1,38
13119,49,157569.0,9,0,0,46,11,0,2,0,0,4,1,38
13120,32,252168.0,10,0,0,35,15,2,4,7,1,2,1,38
13121,26,269353.0,11,0,0,55,8,0,4,0,1,3,1,38
13122,56,52822.0,13,0,0,30,9,4,0,4,1,4,1,38
13124,24,147548.0,14,0,0,20,12,5,4,9,1,4,0,38
13125,42,216411.00000000003,12,0,0,35,7,1,2,0,5,4,0,32
13126,37,122493.0,9,0,0,55,11,5,2,10,0,4,1,38
13127,57,41680.0,10,0,0,40,15,2,0,12,1,2,0,38
13128,48,100818.0,13,7443,0,45,9,1,5,9,4,4,0,38
13129,39,30056.0,10,0,0,40,15,2,0,2,4,4,1,38
13130,20,83141.0,9,0,0,40,11,3,4,2,3,4,1,38
13131,46,178768.0,9,0,0,20,11,2,0,12,1,4,0,38
13132,68,376957.0,3,0,0,6,4,4,2,2,0,2,1,38
13133,33,194740.0,8,0,0,40,2,2,2,13,0,4,1,38
13134,35,160728.0,9,0,0,50,11,4,2,4,0,4,1,38
13136,20,200967.0,9,0,0,30,11,2,4,7,3,4,0,38
13137,42,116493.0,13,0,0,52,9,5,2,10,0,4,1,38
13139,42,188615.0,10,0,2231,50,15,2,5,9,1,4,1,1
13140,47,849067.0,8,0,0,40,2,2,0,5,1,2,1,38
13141,40,193459.0,12,0,0,40,7,2,5,6,1,4,1,27
13142,51,177487.0,9,0,0,45,11,5,2,2,0,4,1,38
13143,26,151971.0,10,0,0,35,15,2,4,5,4,4,1,38
13144,32,169152.0,11,10520,0,80,8,3,0,3,1,4,0,11
13145,59,108929.0,16,0,0,50,10,2,4,9,1,4,1,38
13146,36,290861.0,7,0,0,40,1,2,3,2,1,2,1,38
13147,38,168826.0,10,0,0,35,15,4,2,2,0,4,1,38
13148,45,216414.00000000003,14,0,0,50,12,2,2,12,0,4,1,38
13149,38,324053.0,13,0,0,40,9,2,2,11,0,4,1,38
13150,55,197399.0,14,0,0,40,12,5,2,9,0,4,1,38
13151,46,138069.0,10,0,0,40,15,2,2,2,0,4,1,38
13152,59,184553.0,9,0,0,45,11,2,2,5,0,4,1,38
13153,31,328734.0,14,0,0,30,12,2,4,9,1,4,0,38
13154,29,336167.0,9,0,0,30,11,2,4,6,4,2,0,38
13155,34,195748.0,12,0,0,38,7,2,4,0,3,2,0,38
13156,53,590941.0,16,0,1408,40,10,2,4,9,4,4,0,38
13157,43,211580.0,10,0,0,40,15,2,2,9,0,4,1,38
13159,45,166863.0,6,0,0,40,0,2,2,6,0,4,1,38
13160,29,141350.0,9,0,0,50,11,2,4,10,1,4,1,38
13161,28,133937.0,13,15024,0,55,9,2,2,0,0,4,1,38
13162,44,282192.0,12,0,0,60,7,2,2,9,0,2,1,38
13163,32,237582.0,11,0,0,38,8,2,4,9,1,4,0,38
13164,29,262758.0,12,0,625,60,7,2,4,7,4,2,1,38
13165,48,188694.0,16,0,0,40,10,3,2,3,0,4,1,38
13166,40,104196.0,8,0,0,40,2,1,2,3,0,4,1,38
13167,23,172232.0,9,0,0,50,11,2,2,13,0,4,1,38
13168,29,103432.0,9,0,0,50,11,4,4,2,1,4,1,38
13169,65,183544.0,5,0,0,38,6,2,6,11,1,4,0,38
13171,58,111209.0,9,0,0,45,11,2,2,4,0,4,1,38
13172,30,176862.0,11,0,0,40,8,2,2,9,0,4,1,38
13173,55,201229.0,13,0,0,8,9,2,0,11,1,4,0,38
13174,42,186689.0,9,0,0,60,11,2,2,7,5,2,0,38
13175,31,177675.0,13,0,0,40,9,2,2,11,0,4,1,38
13176,38,337505.0,10,0,0,40,15,0,2,0,0,1,1,29
13177,53,156148.0,9,0,0,40,11,2,4,13,1,4,1,38
13178,50,209642.0,10,99999,0,55,15,3,2,11,0,4,1,38
13179,62,159474.0,9,0,0,50,11,2,2,6,0,4,1,38
13180,37,75073.0,10,0,0,40,15,2,4,2,1,2,1,38
13181,56,121361.99999999999,13,15024,0,40,9,4,2,3,5,4,0,38
13182,21,321369.0,6,0,0,40,0,2,4,2,3,4,1,38
13184,44,219155.0,12,0,0,40,7,2,2,11,0,4,1,38
13185,48,329144.0,13,0,1977,60,9,2,2,3,0,4,1,38
13186,40,161475.0,9,0,0,75,11,1,2,10,5,2,0,38
13187,70,99554.0,13,0,0,40,9,3,0,11,1,4,0,38
13188,40,277488.0,4,0,0,40,5,2,2,6,0,4,1,38
13189,27,286352.0,13,0,0,35,9,1,4,9,1,4,0,38
13190,26,109457.0,6,0,0,48,0,2,2,2,2,4,1,38
13191,33,236304.0,13,0,0,60,9,2,2,3,0,2,1,38
13192,35,399601.0,9,0,0,50,11,2,2,9,0,4,1,38
13193,42,396758.0,10,0,0,40,15,5,0,9,3,4,0,38
13194,37,21798.0,9,0,0,45,11,2,2,2,0,4,1,38
13196,17,192173.0,5,0,0,40,6,2,4,2,2,4,1,38
13197,40,43546.0,10,0,0,48,15,2,0,6,4,4,0,38
13198,20,87546.0,10,0,0,40,15,2,4,11,3,4,0,38
13199,69,135891.0,13,0,0,7,9,2,2,9,0,4,1,38
13200,32,312923.0,3,0,0,40,4,2,2,2,0,4,1,25
13201,21,33432.0,10,0,0,8,15,2,4,9,3,4,0,38
13202,25,270379.0,9,0,0,35,11,2,4,12,2,2,0,38
13203,17,134829.0,7,2176,0,20,1,2,4,7,3,4,1,38
13204,40,155106.0,9,0,0,55,11,0,2,0,0,4,1,38
13206,50,270221.0,10,0,0,43,15,1,0,0,3,4,1,38
13207,24,123226.0,13,0,0,40,9,2,4,9,1,4,1,38
13208,23,154641.0,9,0,0,40,11,2,4,5,3,4,1,38
13209,73,145570.0,4,0,0,35,5,2,2,11,0,4,1,38
13210,54,229983.0,13,0,0,36,9,2,0,9,1,4,0,38
13211,68,140892.0,14,0,0,15,12,4,2,13,0,4,1,38
13212,45,278303.0,12,0,0,40,7,1,2,3,0,4,1,38
13213,66,127139.0,10,0,0,40,15,2,2,3,0,4,1,38
13214,32,360689.0,7,0,0,50,1,4,0,2,1,4,1,38
13215,24,19513.0,9,0,0,40,11,2,4,11,3,0,0,38
13216,56,50490.0,9,0,0,45,11,2,2,11,0,4,1,38
13217,50,34067.0,10,0,0,60,15,4,2,4,0,4,1,38
13218,48,359808.0,9,0,0,40,11,2,4,5,1,4,1,38
13219,28,105422.0,10,0,0,50,15,2,4,13,1,4,1,38
13220,49,28171.0,9,4787,0,40,11,2,0,12,1,4,1,38
13221,59,49230.0,9,0,0,40,11,5,6,0,1,4,0,38
13222,24,165107.0,11,0,0,40,8,2,2,0,5,4,0,38
13223,20,112706.00000000001,7,0,0,39,1,2,4,5,3,4,1,38
13224,56,28297.0,5,0,0,40,6,2,2,2,0,4,1,38
13225,53,104748.0,6,0,0,45,0,2,2,13,0,4,1,38
13226,21,129137.0,9,1055,0,35,11,2,4,7,2,4,0,38
13227,30,298871.0,14,0,1887,45,12,2,2,9,0,1,1,19
13228,30,229716.0,10,0,0,40,15,1,5,0,4,2,0,38
13229,31,113752.0,9,0,0,40,11,3,2,3,0,4,1,38
13230,32,198739.0,9,0,0,40,11,4,2,13,0,4,1,38
13231,42,277256.0,13,0,0,40,9,1,2,9,0,4,1,38
13232,31,114937.0,9,0,0,40,11,2,2,2,0,4,1,38
13233,57,206206.0,7,0,0,40,1,2,2,2,0,4,1,38
13234,19,197861.0,8,0,0,15,2,2,4,2,3,4,1,38
13235,19,38925.0,7,0,0,40,1,2,4,7,3,4,1,38
13236,26,34309.0,11,0,0,45,8,2,4,9,1,4,1,38
13237,24,219122.0,9,0,0,20,11,2,2,11,0,4,1,21
13238,41,51494.0,10,0,0,40,15,4,2,2,0,4,1,38
13239,55,173422.0,10,0,0,40,15,2,2,6,0,4,1,38
