,age,fnlwgt,educational-num,capital-gain,hours-per-week,education_cat,workclass_cat,marital-status_cat,occupation_cat,relationship_cat,race_cat,gender_cat,native-country_cat
4033,24,396677.0,13,0,65,9,2,4,4,1,4,1,146
4034,30,388516.0,14,0,40,12,2,4,8,1,4,0,146
4035,62,435382.0,14,6215,45,12,5,2,8,5,4,0,146
4036,39,329877.0,14,0,50,12,2,2,4,0,4,1,71
4037,47,364203.0,13,0,36,9,2,4,4,1,1,0,76
4040,32,469372.0,14,0,37,12,2,2,8,0,1,1,67
4041,61,458631.0,9,0,40,11,2,2,4,0,2,1,146
4042,34,369344.0,14,0,50,12,2,2,4,0,4,1,52
4043,27,397641.0,13,10000,50,9,2,4,4,1,1,1,146
4044,61,504431.0,13,0,40,9,2,5,8,1,4,1,146
4045,33,469355.0,14,0,52,12,2,4,8,1,4,0,146
4046,73,452361.99999999994,9,0,7,11,2,4,10,1,4,1,146
4047,73,529823.0,8,1,40,2,2,2,2,0,1,1,32
4048,64,461078.0,14,0,52,12,2,3,6,1,4,1,146
4049,33,321597.0,15,0,70,14,2,2,4,0,1,1,146
4050,42,321803.0,13,30000,50,9,2,2,4,0,4,1,146
4051,42,437182.0,15,0,40,14,2,2,7,5,4,0,146
4052,30,417410.0,13,0,50,9,2,2,4,0,4,1,146
4053,50,959056.0,13,0,35,9,2,4,4,4,2,1,146
4054,32,720753.0,13,0,40,9,2,4,8,1,4,1,146
4055,65,518302.0,13,0,35,9,1,4,8,1,4,0,146
4056,63,505234.00000000006,14,0,60,12,2,4,4,1,4,1,112
4057,37,464658.0,13,0,40,9,2,4,0,4,1,0,146
4058,46,499304.0,13,0,40,9,2,3,4,4,4,1,25
4059,34,1199901.0,9,0,40,11,2,2,2,0,2,1,91
4060,41,451893.0,13,0,40,9,3,2,6,5,4,0,146
4061,55,501332.99999999994,12,0,40,7,2,2,0,0,4,1,146
4062,22,656774.0,9,0,25,11,2,4,9,3,4,0,146
4063,21,656774.0,9,0,40,11,2,4,10,3,4,0,146
4064,25,1120791.0,9,0,25,11,2,4,10,1,2,1,146
4065,56,404536.0,15,0,40,14,2,2,8,0,4,1,146
4066,72,325678.0,15,0,35,14,4,2,0,5,4,0,146
4067,40,388967.0,13,0,40,9,2,2,8,5,1,0,109
4068,44,623587.0,10,0,75,15,2,0,6,4,4,1,146
4069,23,560454.0,12,0,20,7,2,4,6,3,4,0,146
4070,19,509211.0,10,0,20,15,2,4,6,3,4,0,146
4071,18,509211.0,7,0,10,1,2,4,9,3,4,0,146
4073,49,485155.99999999994,10,0,35,15,2,4,10,4,4,1,146
4074,51,348539.0,13,0,35,9,2,5,0,4,4,0,146
4075,32,531645.0,13,0,40,9,2,4,6,1,4,1,146
4076,58,551848.0,9,0,40,11,0,0,6,1,2,0,146
4077,59,416702.0,8,0,40,2,2,4,6,3,4,0,146
4078,28,441798.0,8,0,40,2,2,2,2,0,4,1,146
4079,32,476533.0,13,0,40,9,0,4,6,1,4,0,146
4080,35,508173.0,14,0,40,12,5,4,8,1,4,1,146
4081,51,470022.00000000006,9,0,45,11,2,2,4,0,4,1,146
4082,24,632510.0,9,0,40,11,2,4,6,3,4,1,146
4083,39,488723.00000000006,14,0,40,12,2,2,8,0,4,1,146
4085,33,459399.0,9,0,40,11,2,4,6,1,4,0,146
4086,43,471320.99999999994,13,0,40,9,0,2,8,0,4,1,146
4088,53,380168.0,10,0,40,15,2,6,0,1,4,0,146
4089,54,419171.0,9,0,60,11,2,0,4,1,4,1,146
4090,69,354201.0,9,0,40,11,5,2,6,0,4,1,146
4091,68,385134.0,10,0,35,15,2,0,10,1,4,1,146
4092,61,417377.0,11,0,40,8,4,4,4,1,4,1,146
4093,51,405171.0,9,0,40,11,3,4,4,1,4,1,146
4094,57,383376.0,9,0,40,11,2,0,4,1,4,0,146
4095,51,411375.0,13,0,36,9,2,2,8,5,1,0,109
4096,22,489977.0,13,0,40,9,2,4,0,3,1,0,146
4097,66,367412.0,16,0,50,10,2,2,8,0,4,1,146
4098,23,638364.0,10,0,12,15,2,4,0,1,1,1,146
4099,41,351416.0,9,0,40,11,2,4,9,3,4,1,146
4100,20,535097.0,11,0,15,8,2,4,0,3,4,0,146
4101,60,376778.0,12,12000,45,7,3,0,4,1,4,1,146
4102,29,643081.0,9,0,30,11,2,4,6,4,2,0,75
4103,57,339445.0,10,0,35,15,2,4,0,4,2,0,146
4104,58,342214.0,13,0,37,9,2,4,8,4,2,0,146
4105,60,458631.0,12,0,40,7,2,4,9,2,2,1,146
4106,51,624486.0,14,0,40,12,3,4,0,1,4,0,146
4107,54,470297.99999999994,11,0,40,8,2,2,8,0,4,1,43
4108,54,432338.0,12,0,40,7,2,0,9,2,4,0,33
4109,66,365765.0,9,0,40,11,2,0,0,4,2,0,146
4110,32,597694.0,9,0,40,11,2,4,6,2,2,0,146
4111,51,408964.0,9,0,25,11,4,4,2,1,2,1,146
4112,26,456230.99999999994,14,0,40,12,2,2,8,5,4,0,25
4113,29,805050.0,13,0,45,9,2,2,6,5,4,0,146
4114,60,400922.0,13,0,40,9,2,4,8,4,1,0,109
4115,61,400922.0,13,0,40,9,2,4,8,2,1,0,109
4116,67,435077.0,14,0,40,12,2,3,4,1,4,1,33
4117,67,454998.00000000006,13,0,21,9,2,2,7,0,2,1,2
4118,24,401145.0,10,0,40,15,2,4,10,4,4,1,146
4119,42,480853.00000000006,9,0,20,11,4,6,0,2,4,0,42
4120,31,492140.0,7,0,40,1,2,4,0,2,4,0,146
4121,28,428480.0,9,0,40,11,2,4,10,2,4,1,146
4122,55,561002.0,14,0,40,12,2,2,4,5,4,0,146
4123,50,470297.99999999994,3,0,60,4,3,0,4,1,4,1,43
4124,25,601381.0,13,0,24,9,2,4,0,1,4,0,149
4125,40,439797.0,9,0,40,11,2,0,10,1,1,1,146
4126,34,406605.0,5,0,40,6,4,4,2,1,4,1,91
4127,41,484536.00000000006,13,0,40,9,2,0,4,1,2,0,146
4128,55,395756.0,13,0,50,9,4,2,9,0,1,1,16
4129,25,517600.0,13,0,40,9,2,4,8,3,1,0,16
4130,40,407171.0,7,0,40,1,2,2,3,0,4,1,43
4131,50,465971.0,4,0,40,5,2,4,2,1,4,1,43
4132,56,342214.0,12,0,60,7,4,3,6,1,2,0,138
4133,41,355410.0,16,0,50,10,2,0,8,1,4,0,146
4134,52,365990.0,9,0,42,11,2,0,6,2,2,0,101
4135,22,396677.0,13,0,20,9,2,4,0,3,4,1,146
4136,39,435696.0,13,0,40,9,2,2,4,0,4,1,110
4137,32,607580.0,9,0,40,11,2,4,3,1,4,1,146
4138,29,528129.0,12,0,40,7,2,4,4,1,4,0,146
4140,29,333592.0,13,0,40,9,2,4,8,1,1,1,146
4141,45,391907.0,14,0,40,12,2,4,8,1,4,0,146
4142,55,659371.0,10,0,46,15,2,3,0,1,4,1,146
4143,32,383120.0,13,0,40,9,2,4,8,1,4,1,146
4145,29,407390.0,13,12000,40,9,2,4,4,1,1,0,94
4147,48,403741.0,13,0,40,9,2,0,6,1,2,1,62
4148,55,557477.0,10,0,40,15,2,5,6,4,4,0,91
4149,33,997860.0,8,0,40,2,2,4,9,3,4,1,91
4150,43,562920.0,9,0,40,11,2,2,6,0,1,1,32
4151,53,516606.0,10,0,40,15,2,2,2,0,4,1,84
4152,23,884575.9999999999,9,0,40,11,2,4,6,4,2,1,146
4153,47,652051.0,13,0,40,9,2,4,4,2,2,0,146
4154,53,436522.0,12,0,24,7,2,6,6,2,4,0,108
4155,53,618189.0,15,4000,50,14,3,5,8,1,4,1,146
4156,48,674214.0,7,0,30,1,2,4,6,1,4,0,33
4157,52,681013.0,6,0,32,0,4,4,2,1,4,1,33
4158,67,463977.99999999994,10,0,52,15,2,4,6,4,2,1,146
4159,57,620572.0,9,0,40,11,5,0,0,1,2,1,146
4160,39,825349.0,9,0,35,11,2,5,6,4,2,0,63
4161,40,811847.0,9,0,40,11,2,4,6,1,2,1,63
4162,34,469372.0,9,0,50,11,2,4,6,4,1,1,32
4163,30,469372.0,11,0,40,8,2,2,4,2,1,1,32
4164,35,435696.0,10,141,20,15,2,3,10,1,4,1,146
4165,80,379407.0,12,0,6,7,2,3,4,4,2,0,138
4166,28,815336.0,10,0,40,15,2,4,10,1,2,1,2
4167,34,736570.0,8,0,25,2,2,4,10,1,2,1,146
4168,27,428480.0,13,0,55,9,2,4,8,1,4,1,146
4169,49,770039.0,14,0,40,12,0,2,0,0,4,1,146
4170,23,953342.0000000001,9,0,40,11,2,2,2,0,4,1,146
4171,54,470297.99999999994,9,0,40,11,2,2,2,0,4,1,43
4172,21,407182.0,9,0,16,11,2,4,6,3,4,1,146
4173,33,545659.0,9,0,40,11,2,2,7,3,4,1,43
4174,24,407182.0,9,0,40,11,2,2,2,3,4,1,146
4175,39,450285.00000000006,13,0,40,9,5,2,8,0,1,1,32
4176,51,516606.0,13,0,37,9,3,0,3,1,4,1,50
4177,55,641161.0,8,0,25,2,4,0,6,4,4,0,107
4178,39,370805.0,13,0,40,9,2,2,4,0,4,1,146
4179,50,445624.0,13,0,40,9,2,2,0,5,1,0,67
4180,30,545659.0,13,0,55,9,5,2,10,0,4,1,146
4182,41,667551.0,14,2500,35,12,2,2,4,0,4,1,146
4183,35,593128.0,13,0,40,9,2,4,8,1,1,1,146
4184,36,1052760.0,11,0,40,8,2,4,0,1,1,0,146
4186,60,440317.0,9,0,40,11,2,2,3,0,4,1,113
4187,56,391173.0,12,0,40,7,2,2,8,5,2,0,75
4188,63,330471.0,10,0,20,15,2,5,9,4,2,0,146
4189,30,402402.0,13,0,50,9,2,2,8,0,4,1,146
4190,31,501311.0,13,0,45,9,2,4,6,1,3,1,146
4191,61,400464.0,9,0,40,11,2,3,10,3,2,1,75
4192,59,400464.0,9,0,40,11,2,0,10,3,2,1,75
4193,37,957346.0,9,0,40,11,2,2,7,0,4,1,42
4195,73,486267.0,2,0,40,3,2,3,7,2,4,1,43
4196,48,508241.0,9,0,40,11,2,5,2,2,4,1,43
4197,39,431447.0,13,0,40,9,2,4,7,2,4,1,43
4198,53,459968.0,13,0,45,9,2,0,8,1,1,1,80
4199,57,377107.0,12,0,52,7,4,2,6,5,2,0,7
4200,36,370805.0,13,0,50,9,2,2,8,0,4,1,146
4201,37,550634.0,9,0,40,11,1,2,10,0,4,1,146
4202,58,620572.0,12,0,40,7,2,3,8,1,2,1,146
4203,25,470730.0,13,0,40,9,2,4,0,1,4,0,146
4204,28,470730.0,14,0,32,12,4,4,8,1,4,0,146
4205,66,421129.0,9,0,32,11,2,4,6,4,4,0,146
4206,57,442237.0,9,0,56,11,2,4,7,3,4,0,43
4207,31,459095.00000000006,10,0,24,15,2,4,9,2,4,0,146
4208,31,459095.00000000006,10,0,24,15,2,4,6,2,4,0,146
4209,28,509139.00000000006,14,0,40,12,1,2,8,5,4,0,146
4210,32,515766.0,13,0,40,9,2,4,8,1,2,0,138
4211,48,484717.0,14,0,35,12,1,2,8,0,4,1,146
4212,41,377816.0,14,0,40,12,2,4,4,1,4,0,146
4214,57,523236.00000000006,9,0,35,11,2,4,6,2,4,1,43
4215,31,459095.00000000006,12,0,40,7,0,5,0,4,4,0,43
4216,30,607580.0,10,0,40,15,2,4,4,2,4,1,43
4217,61,425506.0,14,0,40,12,2,2,6,2,4,1,43
4218,47,638094.0,13,0,40,9,2,4,4,1,4,1,146
4219,30,452187.0,13,0,20,9,4,4,8,1,4,1,146
4220,47,470346.0,9,0,40,11,2,2,6,5,2,0,62
4221,22,937685.0000000001,10,0,40,15,2,4,6,3,2,0,146
4222,22,937685.0000000001,10,0,40,15,2,4,6,3,2,0,146
4223,51,350005.0,9,0,52,11,2,2,10,0,1,1,67
4224,45,535739.0,9,0,40,11,4,0,4,1,2,1,75
4225,85,359682.0,13,0,45,9,2,6,6,1,2,0,146
4226,23,467136.0,13,0,4,9,1,4,8,4,4,1,108
4227,50,483350.0,9,0,40,11,2,2,6,2,4,1,108
4228,30,391361.0,9,0,40,11,2,4,6,4,1,0,146
4229,46,341945.0,13,750,40,9,2,2,4,5,1,0,32
4230,54,537952.0,15,0,40,14,2,2,4,0,4,1,33
4231,28,461662.99999999994,13,0,45,9,2,3,8,3,4,1,146
4232,25,647042.0,13,0,40,9,2,4,8,1,4,1,146
4233,24,470210.0,13,0,40,9,2,4,6,1,4,1,146
4235,72,572221.0,13,75000,50,9,3,2,4,0,1,1,109
4236,26,814903.0,13,0,40,9,2,2,9,0,4,1,146
4237,53,436522.0,13,0,40,9,2,2,4,5,4,0,33
4238,46,614596.0,9,0,40,11,2,2,10,0,1,1,16
4241,41,610290.0,13,0,35,9,2,4,8,1,1,0,133
4242,19,363791.0,10,0,5,15,2,4,8,4,1,1,67
4243,38,593920.0,9,0,40,11,2,2,10,2,1,1,67
4244,48,484717.0,10,2000,40,15,3,4,9,1,4,1,146
4245,30,388892.0,13,0,40,9,2,4,9,1,4,0,146
4246,29,453804.0,13,0,40,9,2,4,9,1,4,0,53
4249,37,461614.0,13,0,45,9,2,2,8,5,4,0,42
4250,50,448463.99999999994,12,0,37,7,2,2,6,5,4,0,43
4251,59,438179.0,9,0,52,11,2,0,6,4,4,0,43
4252,33,421770.0,9,0,40,11,2,3,3,3,4,1,43
4253,27,464555.0,14,0,40,12,1,4,8,3,4,1,146
4254,25,464555.0,14,0,40,12,1,4,8,3,4,1,146
4255,55,481647.0,10,0,40,15,2,2,4,0,4,1,146
4256,27,464555.0,10,0,40,15,2,4,3,3,4,1,146
4257,33,388892.0,14,0,40,12,1,2,8,5,4,0,146
4258,74,405385.0,9,0,40,11,3,2,6,0,4,1,146
4259,42,355410.0,10,0,40,15,2,2,0,5,4,0,146
4260,57,380578.0,14,0,40,12,3,2,0,5,4,0,146
4261,39,431447.0,11,0,40,8,1,4,6,1,4,1,42
4262,56,380578.0,9,0,40,11,2,4,0,3,4,0,146
4263,29,814903.0,16,0,65,10,2,2,8,0,4,1,44
4264,50,483350.0,14,0,40,12,0,0,4,4,4,1,146
4265,48,481544.0,10,0,40,15,2,4,8,1,4,0,146
4267,39,383390.0,16,2000,43,10,2,2,8,0,1,1,109
4268,44,513355.0,12,0,38,7,2,2,4,0,2,1,56
4269,58,462192.00000000006,10,0,40,15,2,2,6,0,1,1,16
4270,47,499304.0,13,750,45,9,2,2,4,0,4,1,143
4271,37,370805.0,10,0,40,15,1,2,6,0,4,1,146
4272,64,504831.0,9,0,40,11,2,2,0,5,4,0,146
4273,63,478275.0,10,0,40,15,4,2,4,0,4,1,146
4274,55,526498.0,9,0,40,11,0,4,0,1,2,1,146
4275,28,419659.0,13,0,50,9,2,2,8,0,4,1,148
4277,35,374547.0,13,0,40,9,2,4,6,1,4,0,146
4278,56,380578.0,14,0,40,12,1,2,8,5,4,0,146
4280,39,593920.0,10,0,40,15,2,4,2,4,1,1,109
4281,31,333592.0,10,0,40,15,2,4,2,2,1,1,146
4282,33,417410.0,8,0,40,2,2,4,6,3,4,1,146
4283,28,623811.0,9,0,40,11,2,4,6,3,4,0,146
4284,85,437848.0,16,0,15,10,2,0,8,1,4,0,146
4285,60,575457.0,12,0,60,7,2,2,6,5,4,0,143
4286,50,595961.0,12,0,30,7,2,4,6,1,4,1,146
4287,43,592534.0,12,0,35,7,2,0,0,1,4,0,146
4289,27,995372.0,11,0,40,8,1,4,6,3,4,1,146
4290,26,723958.0,12,0,20,7,2,4,0,3,4,0,146
4291,42,679103.0,14,0,40,12,2,2,8,0,2,1,56
4292,27,472793.0,13,0,40,9,2,4,8,1,1,1,67
4293,75,397312.0,15,0,40,14,3,2,8,0,4,1,146
4294,56,445584.0,14,0,40,12,3,2,4,0,4,1,146
4295,21,656774.0,12,0,20,7,2,4,6,3,4,0,146
4296,18,466017.0,9,0,30,11,2,4,8,3,4,0,146
4297,80,351477.0,6,0,24,0,2,2,7,0,4,1,146
4298,49,413141.0,9,0,25,11,2,2,6,5,4,0,42
4299,26,410227.0,14,0,40,12,2,4,8,3,4,0,146
4301,21,436974.0,12,0,40,7,2,4,6,3,4,0,146
4302,19,409800.0,10,0,20,15,2,4,9,3,4,0,146
4303,59,397675.0,12,100,35,7,2,0,8,4,4,0,146
4304,27,565744.0,9,0,8,11,2,4,10,3,4,1,146
4305,67,409244.0,12,0,40,7,2,0,9,1,4,0,146
4306,51,348539.0,14,0,40,12,2,0,8,4,4,0,146
4307,73,346886.0,13,0,50,9,4,2,4,0,4,1,55
4308,45,581052.0,12,0,40,7,1,2,0,0,1,1,67
4310,30,424888.0,13,0,45,9,2,3,8,3,1,1,67
4311,52,374514.0,4,0,35,5,2,3,6,4,4,0,42
4312,32,687669.0,3,0,30,4,2,4,5,1,4,1,91
4313,73,377038.0,14,324,20,12,2,2,4,5,4,0,146
4314,59,445584.0,13,0,40,9,2,2,8,0,4,1,146
4315,34,527864.0,13,0,46,9,5,0,0,3,4,1,146
4316,34,460950.00000000006,14,0,40,12,2,4,8,1,4,0,146
4317,26,575358.0,13,0,40,9,2,5,8,1,4,1,146
4318,41,415822.0,14,0,35,12,1,0,8,4,4,0,146
4319,39,646461.0,13,0,40,9,2,5,8,4,4,1,146
4320,30,369905.0,13,0,40,9,2,4,8,2,4,0,146
4321,34,459399.0,13,0,40,9,2,4,4,4,4,0,146
4322,69,385134.0,14,0,40,12,5,2,8,0,4,1,146
4323,55,380959.0,13,0,40,9,3,0,8,4,2,0,146
4324,25,826126.0,9,100,40,11,2,4,4,3,2,1,146
4325,59,389991.0,9,0,45,11,2,2,10,0,4,1,146
4326,49,426653.0,9,0,40,11,2,4,6,3,4,1,146
4327,37,489901.0,9,0,40,11,2,4,2,3,4,1,146
4328,35,459399.0,9,0,50,11,2,4,6,3,4,0,146
4329,53,336007.0,14,0,40,12,2,4,8,3,4,0,146
4330,53,405811.0,14,50000,40,12,1,4,4,1,4,1,146
4331,55,438936.0,13,0,40,9,2,2,0,0,4,1,146
4332,45,416431.0,14,0,40,12,5,2,8,5,4,0,146
4333,22,395249.0,13,0,20,9,5,4,8,1,4,0,146
4334,56,404536.0,10,0,40,15,2,2,7,0,4,1,146
4335,37,502422.00000000006,12,0,40,7,1,0,6,1,4,1,146
4336,43,435644.0,10,0,35,15,2,2,0,5,4,0,146
4337,55,410068.0,16,0,40,10,2,2,8,0,1,1,150
4338,67,354201.0,11,0,40,8,3,0,4,1,4,1,146
4339,34,704534.0,3,0,40,4,2,4,2,4,4,1,43
4340,52,499171.0,9,0,99,11,2,2,6,1,4,1,43
4341,56,379418.0,12,0,40,7,2,2,4,5,4,0,33
4342,37,478434.0,9,0,40,11,2,4,6,3,4,0,146
4343,45,416431.0,14,0,35,12,5,2,8,5,4,0,146
4345,30,550683.0,13,0,40,9,2,2,4,0,4,1,146
4346,41,543269.0,11,0,45,8,2,2,3,0,2,1,146
4347,32,713318.0,9,0,40,11,4,2,2,0,4,1,60
4349,48,422893.0,12,0,60,7,3,4,4,4,4,1,146
4350,44,375175.0,12,0,40,7,5,2,10,3,1,1,105
4351,31,459399.0,9,0,40,11,2,2,6,5,4,0,146
4352,55,372004.0,13,0,45,9,2,2,10,0,4,1,33
4353,21,395249.0,10,0,6,15,2,4,8,3,4,0,146
4354,22,572631.0,13,0,52,9,2,0,8,1,4,1,146
4355,46,438666.0,9,0,60,11,3,2,6,0,4,1,146
4356,39,488723.00000000006,7,0,60,1,2,2,6,0,4,1,45
4357,58,372004.0,2,0,35,3,4,2,2,0,4,1,43
4358,32,713318.0,9,0,35,11,4,4,2,3,4,1,43
4359,25,787981.0,3,0,38,4,4,4,2,2,4,1,43
4360,24,497066.00000000006,13,0,40,9,2,4,4,2,2,0,146
4361,36,484532.0,14,0,40,12,2,4,4,3,2,0,146
4362,56,393569.0,2,0,70,3,2,4,7,4,4,0,45
4363,44,471320.99999999994,10,0,40,15,2,2,3,0,4,1,146
4364,64,371497.0,14,10000,25,12,3,2,4,0,4,1,146
4365,64,365879.0,14,25000,40,12,3,2,8,5,4,0,55
4366,47,389815.0,10,0,40,15,2,2,7,5,4,0,42
4367,25,467910.0,9,0,40,11,2,4,0,3,4,1,42
4368,28,559588.0,13,0,40,9,2,4,7,3,4,0,146
4369,51,493086.0,14,0,40,12,1,0,8,4,4,0,146
4370,61,383529.0,13,0,30,9,2,5,6,1,4,1,29
4371,76,338839.0,12,0,50,7,2,2,4,0,4,1,146
4372,20,574248.0,10,0,12,15,2,4,9,3,1,1,105
4373,50,373216.0,9,0,40,11,2,3,10,1,1,1,127
4374,44,387864.0,14,0,40,12,2,4,10,1,1,1,127
4375,32,424888.0,13,0,40,9,2,4,10,1,1,1,127
4376,37,607689.0,10,0,45,15,2,4,0,4,2,0,146
4377,61,417377.0,13,0,40,9,2,2,9,0,4,1,146
4378,72,359824.0,10,0,20,15,2,2,6,0,4,1,73
4379,45,364523.0,13,0,30,9,2,4,8,3,4,1,146
4380,41,364523.0,9,0,40,11,2,4,10,3,4,1,146
4381,46,438666.0,14,0,70,12,2,2,9,0,4,1,44
4382,61,376778.0,8,0,35,2,5,0,10,1,4,1,146
4383,30,480021.99999999994,15,0,40,14,2,4,8,4,1,0,67
4385,57,416673.0,10,0,40,15,5,2,10,0,4,1,146
4387,56,390378.0,12,0,40,7,1,0,6,4,4,0,146
4388,27,499454.99999999994,13,0,20,9,2,4,6,3,4,0,146
4389,67,366581.0,14,13500,20,12,4,3,8,1,4,0,146
4390,50,537581.0,13,4000,60,9,2,2,8,0,4,1,45
4392,47,485155.99999999994,16,0,40,10,1,2,8,0,4,1,146
4393,47,413141.0,14,0,40,12,5,2,8,5,4,0,146
4394,37,343353.0,14,0,38,12,5,2,8,5,4,0,146
4395,52,475356.0,13,2000,52,9,2,2,4,5,4,0,146
4397,19,449261.0,10,0,20,15,2,4,6,3,4,0,146
4398,31,814446.0,13,0,35,9,2,0,8,4,2,1,146
4399,53,504181.00000000006,10,0,40,15,2,4,0,2,2,0,146
4400,33,364574.0,13,0,40,9,2,5,9,4,4,0,146
4401,36,701140.0,14,0,35,12,2,2,0,0,4,1,146
4402,33,369905.0,12,0,50,7,2,3,9,4,4,0,45
4403,51,405811.0,10,0,50,15,2,2,10,0,4,1,146
4404,21,515856.99999999994,10,0,40,15,2,4,8,3,4,0,146
4405,17,365651.0,7,0,16,1,2,4,9,3,4,1,146
4406,36,458095.00000000006,14,0,37,12,5,2,4,5,4,0,124
4407,59,417720.0,9,0,35,11,2,0,9,2,4,0,124
4408,33,444021.99999999994,10,0,40,15,2,4,6,2,4,1,124
4409,73,395729.0,14,3,9,12,1,2,8,0,4,1,146
4410,60,369739.0,7,0,40,1,4,0,3,1,4,1,146
4411,51,405811.0,14,0,50,12,1,2,4,0,4,1,146
4412,47,494588.0,9,0,1,11,0,2,0,5,4,0,146
4413,24,656774.0,13,0,50,9,0,3,4,3,4,0,146
4414,21,632510.0,10,0,30,15,2,4,8,3,4,1,146
4415,53,493086.0,9,0,25,11,4,2,6,5,4,0,146
4416,25,575358.0,13,0,40,9,2,4,6,3,4,1,146
4417,22,656774.0,13,0,40,9,2,4,0,3,4,0,146
4418,42,704432.0,11,0,40,8,2,2,8,0,2,1,63
4419,54,336007.0,13,0,35,9,1,2,6,5,4,0,146
4420,41,435644.0,14,0,40,12,5,2,8,5,4,0,146
4421,37,403616.0,9,0,40,11,2,3,10,4,1,1,105
4422,36,360233.0,9,0,40,11,2,3,10,2,4,1,105
4423,32,403332.0,9,0,40,11,2,3,9,2,4,1,105
4424,41,351416.0,12,0,40,7,2,2,10,2,4,1,105
4425,35,408033.0,11,0,40,8,2,2,0,5,4,0,146
4426,48,527645.0,12,0,40,7,2,2,6,0,2,1,146
4427,21,436974.0,10,0,20,15,5,4,0,3,4,0,146
4428,25,451086.0,10,0,40,15,0,4,0,3,4,1,146
4429,24,422308.0,10,0,40,15,2,4,6,3,4,1,146
4430,48,527560.0,10,0,35,15,4,3,2,3,2,1,63
4431,25,1174069.0,10,0,60,15,2,4,6,2,2,1,63
4432,39,361706.0,14,0,35,12,1,4,8,4,2,0,146
4433,53,394348.0,14,0,40,12,1,2,4,5,4,0,146
4434,38,538687.0,14,0,35,12,1,2,4,0,2,1,63
4435,54,493086.0,12,0,25,7,2,1,0,5,4,0,146
4436,40,488900.0,13,0,50,9,2,2,6,0,4,1,146
4437,46,420081.0,13,0,40,9,1,4,6,4,4,0,146
4438,44,451893.0,9,0,10,11,2,2,6,5,4,0,146
4439,47,494588.0,9,0,20,11,1,2,8,3,4,0,146
4440,60,369739.0,13,4000,40,9,2,2,4,0,4,1,146
4441,34,493128.00000000006,12,0,40,7,2,2,8,0,4,1,146
4442,62,360389.0,9,0,40,11,2,2,9,0,4,1,112
4443,60,397815.0,14,6000,40,12,2,2,4,0,4,1,146
4444,22,616905.0,13,25,40,9,2,4,8,3,4,0,146
4445,25,538877.0,9,0,40,11,2,4,9,3,2,0,146
4446,67,409244.0,14,0,35,12,1,4,8,4,4,0,146
4447,22,582150.0,13,0,25,9,4,4,8,3,1,0,32
4448,54,493086.0,14,0,40,12,2,2,4,5,4,0,146
4449,19,509211.0,8,0,40,2,2,4,9,4,4,0,60
4450,55,412131.0,8,0,40,2,4,4,6,2,4,0,60
4451,49,609666.0,9,0,40,11,2,4,4,1,2,0,146
4452,36,375197.0,13,0,40,9,2,4,8,1,2,0,56
4453,53,418610.0,10,0,40,15,4,4,8,4,2,0,146
4454,27,591281.0,9,0,40,11,2,4,6,4,2,0,146
4455,64,352724.0,14,0,51,12,2,2,8,5,4,0,146
4456,51,420283.0,14,20000,60,12,2,2,4,0,4,1,146
4457,54,493514.0,16,0,40,10,2,5,8,4,1,1,146
4458,50,475356.0,15,0,40,14,2,0,8,1,4,0,18
4459,66,522092.0,14,0,40,12,2,2,4,0,2,1,101
4460,53,447584.0,10,0,36,15,2,0,6,1,4,0,112
4461,28,539468.0,13,0,40,9,2,4,4,3,4,0,146
4462,41,502993.0,14,500,35,12,1,2,4,0,4,1,146
4463,62,383529.0,12,0,60,7,2,4,6,4,4,1,146
4464,60,387469.0,13,0,13,9,2,2,6,5,4,0,73
4465,80,404197.0,10,0,40,15,2,6,0,1,4,0,146
4466,63,371497.0,13,0,40,9,3,2,8,0,4,1,146
4467,29,759648.0,10,0,40,15,2,4,6,3,4,1,146
4468,27,759648.0,10,0,35,15,2,4,2,1,4,1,33
4469,19,473522.0,9,0,40,11,2,4,2,3,4,1,43
4470,47,476804.0,12,0,35,7,1,0,8,4,4,0,146
4471,30,551475.0,13,0,40,9,2,4,0,4,4,1,146
4472,28,684557.0,13,0,40,9,5,4,8,2,4,1,146
4473,35,373669.0,11,0,40,8,3,2,6,0,4,1,146
4474,46,385104.0,13,0,40,9,2,2,4,5,4,0,71
4475,32,418375.0,14,400,45,12,2,2,9,0,4,1,146
4476,67,393056.0,13,0,35,9,3,6,2,1,4,1,146
4477,54,420283.0,8,0,30,2,2,6,2,4,4,1,146
4478,50,380168.0,13,0,40,9,3,2,8,5,4,0,146
4479,36,408033.0,10,0,40,15,0,4,0,1,4,0,112
4480,40,460333.0,10,0,20,15,2,2,8,5,4,0,146
4481,57,560970.0,9,0,40,11,2,5,3,1,2,1,146
4483,34,378172.0,13,0,60,9,2,2,9,5,4,0,146
4484,51,419171.0,13,2900,40,9,2,2,4,0,4,1,65
4485,56,429562.0,9,0,50,11,2,2,4,0,4,1,146
4486,24,633159.0,13,0,20,9,2,4,8,3,4,0,146
4488,26,545402.0,13,0,40,9,2,4,4,3,4,1,146
4489,36,408033.0,8,0,40,2,2,0,9,4,4,0,146
4490,38,1029331.0,10,0,40,15,2,2,10,0,1,1,42
4491,51,434805.0,13,25,60,9,2,2,4,0,4,1,146
4492,37,1167020.0,13,0,40,9,2,2,4,0,2,1,42
4493,57,379418.0,13,0,40,9,4,5,8,1,4,0,112
