,income
14107,<=50K
14108,<=50K
14109,<=50K
14110,<=50K
14111,>50K
14112,<=50K
14113,<=50K
14114,<=50K
14115,<=50K
14116,<=50K
14117,>50K
14118,<=50K
14119,>50K
14120,<=50K
14121,<=50K
14122,<=50K
14123,<=50K
14124,<=50K
14125,<=50K
14126,<=50K
14127,<=50K
14128,<=50K
14129,>50K
14130,<=50K
14132,<=50K
14133,>50K
14135,>50K
14136,<=50K
14137,>50K
14138,>50K
14139,<=50K
14140,<=50K
14141,>50K
14142,>50K
14143,>50K
14144,>50K
14145,<=50K
14146,>50K
14147,<=50K
14148,>50K
14149,>50K
14150,<=50K
14151,<=50K
14152,>50K
14153,<=50K
14154,>50K
14155,<=50K
14156,<=50K
14157,>50K
14158,<=50K
14159,>50K
14160,<=50K
14161,<=50K
14162,<=50K
14163,<=50K
14164,<=50K
14165,<=50K
14166,<=50K
14167,<=50K
14168,<=50K
14169,<=50K
14170,<=50K
14171,<=50K
14172,<=50K
14173,<=50K
14174,>50K
14175,>50K
14176,<=50K
14177,<=50K
14179,>50K
14180,<=50K
14181,>50K
14182,<=50K
14183,<=50K
14184,>50K
14185,>50K
14186,>50K
14187,<=50K
14189,<=50K
14190,>50K
14191,>50K
14192,<=50K
14193,>50K
14194,<=50K
14195,<=50K
14196,<=50K
14197,<=50K
14198,<=50K
14199,<=50K
14200,<=50K
14201,>50K
14203,<=50K
14204,>50K
14205,<=50K
14206,<=50K
14207,<=50K
14209,>50K
14210,>50K
14211,<=50K
14212,<=50K
14213,<=50K
14214,<=50K
14215,<=50K
14216,<=50K
14217,<=50K
14218,<=50K
14219,<=50K
14220,<=50K
14221,>50K
14222,<=50K
14223,<=50K
14225,>50K
14226,<=50K
14227,<=50K
14228,>50K
14229,>50K
14230,<=50K
14231,<=50K
14232,<=50K
14233,<=50K
14234,<=50K
14235,<=50K
14236,>50K
14237,<=50K
14238,<=50K
14240,<=50K
14241,<=50K
14242,<=50K
14243,<=50K
14244,<=50K
14245,<=50K
14246,<=50K
14247,<=50K
14248,<=50K
14249,>50K
14250,<=50K
14251,<=50K
14252,>50K
14253,<=50K
14254,<=50K
14255,<=50K
14256,<=50K
14257,<=50K
14258,<=50K
14259,>50K
14260,<=50K
14261,<=50K
14263,<=50K
14264,<=50K
14265,<=50K
14266,<=50K
14267,>50K
14268,<=50K
14269,>50K
14270,<=50K
14271,<=50K
14272,<=50K
14273,<=50K
14274,>50K
14275,<=50K
14276,<=50K
14277,<=50K
14278,>50K
14279,<=50K
14280,>50K
14281,<=50K
14282,<=50K
14283,<=50K
14284,<=50K
14286,<=50K
14287,<=50K
14288,<=50K
14289,<=50K
14290,>50K
14291,>50K
14292,<=50K
14293,<=50K
14294,<=50K
14295,<=50K
14296,<=50K
14297,<=50K
14298,<=50K
14299,>50K
14300,>50K
14301,<=50K
14302,<=50K
14303,>50K
14304,<=50K
14305,>50K
14306,<=50K
14307,>50K
14308,<=50K
14309,>50K
14310,<=50K
14311,<=50K
14312,<=50K
14313,>50K
14314,<=50K
14316,<=50K
14317,>50K
14318,<=50K
14319,>50K
14320,>50K
14321,<=50K
14322,<=50K
14323,<=50K
14324,<=50K
14325,<=50K
14326,<=50K
14327,<=50K
14328,<=50K
14329,<=50K
14330,<=50K
14331,<=50K
14332,<=50K
14334,<=50K
14335,<=50K
14336,<=50K
14337,>50K
14338,>50K
14339,<=50K
14340,<=50K
14341,<=50K
14342,<=50K
14343,<=50K
14344,<=50K
14345,>50K
14346,>50K
14347,<=50K
14348,>50K
14349,<=50K
14350,>50K
14351,<=50K
14352,<=50K
14353,<=50K
14354,<=50K
14355,<=50K
14356,<=50K
14357,<=50K
14358,<=50K
14359,<=50K
14360,<=50K
14361,<=50K
14363,>50K
14364,<=50K
14365,<=50K
14366,<=50K
14367,<=50K
14368,>50K
14369,<=50K
14370,<=50K
14371,<=50K
14373,<=50K
14374,>50K
14375,>50K
14376,<=50K
14378,<=50K
14379,<=50K
14380,<=50K
14381,>50K
14382,>50K
14383,>50K
14384,<=50K
14386,<=50K
14387,<=50K
14388,>50K
14389,<=50K
14390,<=50K
14391,<=50K
14392,>50K
14393,<=50K
14394,<=50K
14395,<=50K
14396,<=50K
14397,>50K
14398,<=50K
14399,<=50K
14400,<=50K
14401,<=50K
14402,<=50K
14403,<=50K
14404,<=50K
14405,>50K
14407,>50K
14408,<=50K
14409,<=50K
14410,<=50K
14411,<=50K
14412,<=50K
14413,>50K
14414,>50K
14415,>50K
14416,>50K
14417,>50K
14418,<=50K
14419,<=50K
14420,<=50K
14421,<=50K
14422,<=50K
14423,<=50K
14425,<=50K
14426,>50K
14427,<=50K
14428,<=50K
14429,<=50K
14431,<=50K
14432,<=50K
14433,>50K
14434,<=50K
14435,<=50K
14436,>50K
14437,<=50K
14438,<=50K
14439,<=50K
14440,<=50K
14441,>50K
14442,<=50K
14443,<=50K
14444,<=50K
14446,>50K
14447,>50K
14449,<=50K
14450,>50K
14451,<=50K
14452,<=50K
14453,>50K
14454,>50K
14455,<=50K
14456,<=50K
14457,<=50K
14459,<=50K
14460,<=50K
14461,<=50K
14462,<=50K
14463,<=50K
14465,>50K
14466,<=50K
14467,<=50K
14468,<=50K
14469,>50K
14470,<=50K
14471,>50K
14472,<=50K
14473,<=50K
14474,<=50K
14475,<=50K
14476,>50K
14477,<=50K
14478,>50K
14479,<=50K
14480,>50K
14481,<=50K
14482,<=50K
14483,<=50K
14484,<=50K
14485,<=50K
14486,<=50K
14487,<=50K
14488,<=50K
14491,<=50K
14492,<=50K
14493,<=50K
14494,<=50K
14495,<=50K
14496,<=50K
14497,<=50K
14498,>50K
14499,<=50K
14500,<=50K
14501,<=50K
14502,<=50K
14503,>50K
14505,<=50K
14506,<=50K
14507,<=50K
14508,>50K
14509,<=50K
14510,>50K
14511,<=50K
14512,>50K
14513,>50K
14514,<=50K
14515,<=50K
14516,<=50K
14517,<=50K
14518,<=50K
14519,<=50K
14520,>50K
14521,<=50K
14523,<=50K
14524,<=50K
14525,<=50K
14526,<=50K
14527,<=50K
14528,<=50K
14529,<=50K
14530,<=50K
14531,<=50K
14532,<=50K
14533,<=50K
14534,>50K
14535,<=50K
14536,<=50K
14537,<=50K
14538,<=50K
14539,<=50K
14540,<=50K
14541,<=50K
14542,>50K
14543,>50K
14544,<=50K
14545,<=50K
14548,<=50K
14549,<=50K
14550,<=50K
14551,<=50K
14552,<=50K
14553,<=50K
14554,<=50K
14556,>50K
14558,<=50K
14559,<=50K
14560,<=50K
14562,>50K
14563,<=50K
14564,<=50K
14565,<=50K
14566,<=50K
14567,<=50K
14568,>50K
14569,<=50K
14570,<=50K
14571,<=50K
14572,<=50K
14574,<=50K
14575,>50K
14576,<=50K
14577,<=50K
14578,<=50K
14579,<=50K
14580,>50K
14581,>50K
14582,<=50K
14583,<=50K
14585,<=50K
14586,>50K
14587,>50K
14588,<=50K
14589,>50K
14590,>50K
14591,<=50K
14592,>50K
14593,<=50K
14594,<=50K
14595,>50K
14596,<=50K
14597,<=50K
14598,>50K
14599,<=50K
14600,<=50K
14601,<=50K
14602,<=50K
14603,<=50K
14606,<=50K
14607,>50K
14608,<=50K
14609,>50K
14611,<=50K
14612,<=50K
14613,<=50K
14614,>50K
14615,<=50K
14616,<=50K
14617,<=50K
14618,<=50K
14619,<=50K
14620,<=50K
14621,<=50K
14622,<=50K
14623,<=50K
14624,>50K
14625,>50K
14626,>50K
14627,<=50K
14629,<=50K
14630,<=50K
14631,<=50K
14632,<=50K
14633,<=50K
14634,<=50K
14635,<=50K
14636,<=50K
14637,<=50K
14638,<=50K
14639,<=50K
14640,>50K
14641,<=50K
14642,<=50K
14643,<=50K
14644,<=50K
14645,<=50K
14646,>50K
14647,>50K
14648,>50K
14649,>50K
14650,<=50K
14653,>50K
14654,>50K
14655,<=50K
14657,<=50K
14658,<=50K
14659,<=50K
14660,>50K
14661,<=50K
14662,>50K
14663,<=50K
14666,<=50K
14667,<=50K
14668,<=50K
14670,<=50K
14671,>50K
14672,>50K
14673,<=50K
14675,<=50K
14676,<=50K
14677,<=50K
14678,>50K
14679,<=50K
14681,<=50K
14682,<=50K
14683,<=50K
14684,<=50K
14685,>50K
14686,>50K
14687,<=50K
14688,<=50K
14689,<=50K
14690,<=50K
14691,<=50K
14692,>50K
14693,>50K
14694,<=50K
14695,<=50K
14696,<=50K
14697,<=50K
14698,<=50K
14699,>50K
14700,<=50K
14701,<=50K
14702,<=50K
14703,>50K
14704,<=50K
14706,<=50K
14707,<=50K
14708,>50K
14709,<=50K
14710,<=50K
14711,<=50K
14712,<=50K
14713,<=50K
14714,<=50K
14715,<=50K
14716,<=50K
14717,>50K
14718,<=50K
14719,>50K
14720,<=50K
14722,<=50K
14724,>50K
14725,<=50K
14727,>50K
14729,<=50K
14730,<=50K
14732,<=50K
14733,>50K
14734,<=50K
14735,>50K
14736,>50K
14738,<=50K
14739,>50K
14740,>50K
14741,<=50K
14742,<=50K
14743,>50K
14744,<=50K
14745,<=50K
14746,<=50K
14747,<=50K
14748,<=50K
14749,<=50K
14750,<=50K
14751,<=50K
14752,<=50K
14753,>50K
14754,<=50K
14755,>50K
14756,>50K
14759,<=50K
14760,<=50K
14762,<=50K
14763,<=50K
14764,<=50K
14765,<=50K
14766,<=50K
14767,<=50K
14768,>50K
14769,<=50K
14770,<=50K
14771,>50K
14772,<=50K
14773,<=50K
14774,>50K
14775,<=50K
14776,<=50K
14777,<=50K
14778,<=50K
14780,<=50K
14781,<=50K
14782,<=50K
14783,<=50K
14784,<=50K
14785,>50K
14786,<=50K
14787,<=50K
14788,<=50K
14789,>50K
14790,<=50K
14792,<=50K
14793,<=50K
14794,<=50K
14795,<=50K
14796,<=50K
14797,>50K
14798,<=50K
14799,<=50K
14800,<=50K
14801,>50K
14802,>50K
14803,>50K
14804,<=50K
14805,>50K
14806,<=50K
14807,<=50K
14808,<=50K
14809,>50K
14810,<=50K
14811,<=50K
14812,<=50K
14813,<=50K
14814,<=50K
14816,<=50K
14817,>50K
14818,>50K
14819,<=50K
14820,<=50K
14821,<=50K
14822,>50K
14823,<=50K
14824,<=50K
14825,<=50K
14826,>50K
14827,<=50K
14828,<=50K
14829,<=50K
14830,>50K
14831,<=50K
14832,>50K
14833,<=50K
14834,<=50K
14835,>50K
14836,<=50K
14837,<=50K
14838,>50K
14839,<=50K
14840,<=50K
14841,>50K
14842,<=50K
14843,<=50K
14844,<=50K
14845,<=50K
14846,<=50K
14847,<=50K
14848,<=50K
14849,<=50K
14850,>50K
14851,<=50K
14852,<=50K
14853,<=50K
14854,<=50K
14855,<=50K
14856,<=50K
14857,<=50K
14858,>50K
14859,>50K
14860,<=50K
14861,>50K
14862,<=50K
14863,<=50K
14864,<=50K
14866,<=50K
14867,<=50K
14868,<=50K
14869,>50K
14870,<=50K
14871,<=50K
14872,<=50K
14873,<=50K
14874,<=50K
14875,<=50K
14876,<=50K
14877,<=50K
14878,<=50K
14879,<=50K
14880,<=50K
14881,<=50K
14882,<=50K
14884,<=50K
14885,<=50K
14886,>50K
14887,<=50K
14888,<=50K
14889,<=50K
14890,>50K
14891,>50K
14892,<=50K
14893,<=50K
14894,<=50K
14895,<=50K
14896,<=50K
14897,<=50K
14898,<=50K
14899,>50K
14900,<=50K
14901,<=50K
14902,>50K
14903,<=50K
14904,<=50K
14905,<=50K
14906,<=50K
14907,>50K
14908,<=50K
14909,<=50K
14910,<=50K
14911,<=50K
14912,<=50K
14913,<=50K
14914,<=50K
14915,<=50K
14916,<=50K
14917,<=50K
14918,>50K
14919,<=50K
14920,<=50K
14921,<=50K
14922,<=50K
14923,<=50K
14924,<=50K
14925,<=50K
14926,<=50K
14927,<=50K
14928,<=50K
14929,<=50K
14930,>50K
14932,<=50K
14933,<=50K
14934,<=50K
14935,<=50K
14936,<=50K
14937,<=50K
14938,<=50K
14939,<=50K
14940,<=50K
14942,<=50K
14943,<=50K
14944,<=50K
14945,<=50K
14946,<=50K
14947,<=50K
14948,<=50K
14949,<=50K
14950,>50K
14951,<=50K
14952,>50K
14953,<=50K
14954,<=50K
14955,<=50K
14956,<=50K
14957,>50K
14958,>50K
14959,<=50K
14961,<=50K
14962,<=50K
14963,<=50K
14964,<=50K
14965,<=50K
14966,<=50K
14967,<=50K
14968,>50K
14969,>50K
14970,<=50K
14971,<=50K
14972,>50K
14973,<=50K
14974,<=50K
14975,<=50K
14976,<=50K
14977,>50K
14978,>50K
14979,<=50K
14981,<=50K
14982,<=50K
14983,<=50K
14984,<=50K
14985,<=50K
14986,<=50K
14987,>50K
14988,<=50K
14989,<=50K
14990,>50K
14991,<=50K
14992,<=50K
14993,<=50K
14994,<=50K
14995,<=50K
14996,<=50K
14997,<=50K
14998,<=50K
14999,>50K
15000,>50K
15001,<=50K
15002,<=50K
15004,<=50K
15006,<=50K
15008,<=50K
15009,>50K
15010,<=50K
15011,>50K
15012,>50K
15013,<=50K
15015,>50K
15016,<=50K
15017,<=50K
15018,>50K
15019,>50K
15020,<=50K
15021,>50K
15022,>50K
15023,<=50K
15024,>50K
15025,>50K
15026,<=50K
15027,<=50K
15028,<=50K
15029,<=50K
15030,<=50K
15031,<=50K
15032,>50K
15033,<=50K
15034,<=50K
15035,<=50K
15036,>50K
15037,<=50K
15038,<=50K
15039,>50K
15040,<=50K
15041,>50K
15042,<=50K
15043,<=50K
15044,>50K
15045,<=50K
15046,>50K
15047,<=50K
15048,>50K
15050,<=50K
15051,>50K
15052,<=50K
15053,<=50K
15054,>50K
15055,<=50K
15056,<=50K
15057,<=50K
15058,<=50K
15059,<=50K
15060,>50K
15061,>50K
15062,<=50K
15063,<=50K
15064,<=50K
15065,<=50K
15066,<=50K
15067,<=50K
15068,<=50K
15069,<=50K
15070,<=50K
15071,<=50K
15072,<=50K
15073,>50K
15075,<=50K
15076,<=50K
15077,<=50K
15078,>50K
15079,>50K
15080,<=50K
15081,<=50K
15082,>50K
15084,<=50K
15085,<=50K
15086,<=50K
15087,<=50K
15088,>50K
15089,>50K
15091,<=50K
15092,<=50K
15093,<=50K
15094,<=50K
15095,<=50K
15096,>50K
15097,<=50K
15099,>50K
15100,<=50K
15101,>50K
15102,<=50K
15103,<=50K
15104,<=50K
15105,>50K
15106,<=50K
15107,<=50K
15108,>50K
15109,>50K
15110,<=50K
15111,<=50K
15112,<=50K
15113,<=50K
15114,<=50K
15115,<=50K
15116,<=50K
15117,<=50K
15118,<=50K
15119,>50K
15120,<=50K
15121,>50K
15122,<=50K
15123,>50K
15124,<=50K
15125,<=50K
15126,>50K
15127,<=50K
15128,<=50K
15129,<=50K
15130,<=50K
15131,<=50K
15132,<=50K
15133,<=50K
15134,<=50K
15135,<=50K
15136,<=50K
15137,>50K
15138,>50K
15139,<=50K
15141,<=50K
15142,<=50K
15143,<=50K
15144,<=50K
15145,>50K
15146,<=50K
15147,<=50K
15148,>50K
15149,<=50K
15150,<=50K
15151,>50K
15152,<=50K
15153,<=50K
15154,>50K
15155,<=50K
15156,<=50K
15157,<=50K
15158,<=50K
15159,<=50K
15160,<=50K
15161,<=50K
15162,>50K
15163,<=50K
15164,<=50K
15165,>50K
15166,<=50K
15167,<=50K
15168,<=50K
15169,<=50K
15171,<=50K
15172,<=50K
15173,<=50K
15174,<=50K
15175,<=50K
15176,>50K
15177,<=50K
15178,>50K
15179,<=50K
15182,<=50K
15183,<=50K
15185,<=50K
15186,<=50K
15187,<=50K
15188,<=50K
15189,<=50K
15190,>50K
15191,>50K
15193,<=50K
15194,<=50K
15195,<=50K
15196,<=50K
15197,<=50K
15198,<=50K
15199,<=50K
15201,<=50K
15202,>50K
15203,<=50K
15204,<=50K
15205,<=50K
15206,>50K
15208,<=50K
15209,<=50K
15210,<=50K
15211,<=50K
15212,>50K
15213,>50K
15214,<=50K
15215,<=50K
15216,<=50K
15217,<=50K
15218,<=50K
15219,>50K
15221,<=50K
15222,<=50K
15223,<=50K
15224,<=50K
15225,<=50K
15226,<=50K
15227,>50K
15228,<=50K
15229,<=50K
15230,<=50K
15231,<=50K
15232,<=50K
15234,<=50K
15235,<=50K
15236,<=50K
15238,>50K
15239,<=50K
15240,<=50K
15241,<=50K
15242,<=50K
15243,<=50K
15244,<=50K
15245,<=50K
15246,<=50K
15247,<=50K
15249,<=50K
15250,<=50K
15251,<=50K
15252,<=50K
15253,<=50K
15254,<=50K
15255,<=50K
15256,<=50K
15257,<=50K
15260,<=50K
15261,<=50K
15262,<=50K
15263,<=50K
15264,>50K
15265,<=50K
15266,<=50K
15267,>50K
15268,>50K
15269,<=50K
15270,<=50K
15271,<=50K
15272,<=50K
15273,<=50K
15274,<=50K
15275,<=50K
15276,<=50K
15277,<=50K
15278,>50K
15279,<=50K
15280,<=50K
15281,<=50K
15282,<=50K
15283,>50K
15284,<=50K
15287,<=50K
15288,<=50K
15289,<=50K
15290,<=50K
15291,>50K
15292,<=50K
15293,<=50K
15294,<=50K
15295,<=50K
15296,<=50K
15297,>50K
15298,>50K
15299,<=50K
15300,<=50K
15301,<=50K
15302,>50K
15303,<=50K
15304,<=50K
15305,<=50K
15306,<=50K
15307,>50K
15308,>50K
15309,<=50K
15310,>50K
15311,<=50K
15312,<=50K
15313,<=50K
15314,>50K
15315,<=50K
15316,<=50K
15318,<=50K
15319,<=50K
15321,<=50K
15322,<=50K
15323,<=50K
15325,>50K
15326,<=50K
15327,>50K
15328,<=50K
15329,<=50K
15330,<=50K
15331,<=50K
15332,>50K
15333,<=50K
15335,<=50K
15337,<=50K
15338,<=50K
15339,>50K
15340,<=50K
15341,<=50K
15343,<=50K
15344,<=50K
15345,<=50K
15346,<=50K
15347,<=50K
15348,<=50K
15350,>50K
15351,<=50K
15352,<=50K
15353,<=50K
15354,<=50K
15355,<=50K
15356,<=50K
15357,<=50K
15358,<=50K
15359,<=50K
15360,<=50K
15361,<=50K
15362,>50K
15363,<=50K
15364,<=50K
15365,>50K
15367,>50K
15368,<=50K
15369,<=50K
15370,>50K
15371,<=50K
15372,>50K
15373,<=50K
15374,<=50K
15375,<=50K
15376,<=50K
15377,<=50K
15378,>50K
15379,>50K
15380,<=50K
15381,<=50K
15382,<=50K
15383,<=50K
15384,>50K
15385,<=50K
15386,<=50K
15387,<=50K
15388,<=50K
15389,<=50K
15390,<=50K
15391,>50K
15392,<=50K
15393,<=50K
15394,>50K
15395,<=50K
15397,<=50K
15398,>50K
15399,<=50K
15400,<=50K
15401,<=50K
15402,>50K
15403,<=50K
15404,<=50K
15405,<=50K
15406,<=50K
15407,<=50K
15409,<=50K
15410,>50K
15411,<=50K
15412,>50K
15414,<=50K
15415,<=50K
15416,<=50K
15417,>50K
15419,<=50K
15421,<=50K
15422,<=50K
15423,>50K
15424,<=50K
15425,<=50K
15426,>50K
15428,<=50K
15429,<=50K
15430,<=50K
15431,<=50K
15432,<=50K
15433,<=50K
15434,<=50K
15435,<=50K
15436,>50K
15437,<=50K
15438,<=50K
15439,>50K
15440,<=50K
15441,<=50K
15442,<=50K
15443,<=50K
15444,<=50K
15445,<=50K
15446,<=50K
15447,<=50K
15448,>50K
15449,>50K
15450,<=50K
15451,<=50K
15452,<=50K
15453,>50K
15454,>50K
15455,>50K
15456,<=50K
15457,>50K
15458,<=50K
15459,>50K
15460,<=50K
15461,<=50K
15462,<=50K
15463,<=50K
15464,>50K
15465,<=50K
15466,<=50K
15467,<=50K
15468,<=50K
15469,<=50K
15471,<=50K
15472,<=50K
15473,<=50K
15474,<=50K
15475,<=50K
15476,>50K
15477,<=50K
15478,<=50K
15481,<=50K
15482,>50K
15483,<=50K
15484,<=50K
15485,<=50K
15486,<=50K
15487,<=50K
15488,<=50K
15489,<=50K
15490,<=50K
15491,<=50K
15492,>50K
15493,<=50K
15494,<=50K
15495,>50K
15496,<=50K
15497,<=50K
15498,<=50K
15499,>50K
15500,<=50K
15501,<=50K
15503,>50K
15504,<=50K
15505,<=50K
15506,<=50K
15507,<=50K
15508,<=50K
15509,<=50K
15510,<=50K
15511,>50K
15512,<=50K
15513,<=50K
15514,<=50K
15515,<=50K
15516,<=50K
15517,<=50K
15518,<=50K
15519,<=50K
15521,<=50K
15522,>50K
15523,<=50K
15525,<=50K
15526,<=50K
15527,>50K
15528,>50K
15530,<=50K
15531,<=50K
15532,<=50K
15533,<=50K
15534,<=50K
15535,<=50K
15536,<=50K
15537,<=50K
15538,<=50K
15539,>50K
15540,<=50K
15541,>50K
15542,<=50K
15543,<=50K
15544,<=50K
15545,<=50K
15546,<=50K
15547,<=50K
15548,<=50K
15549,<=50K
15551,<=50K
15552,>50K
15553,<=50K
15554,<=50K
15555,<=50K
15556,<=50K
15558,>50K
15559,>50K
15560,>50K
15561,>50K
15562,<=50K
15563,<=50K
15564,<=50K
15565,<=50K
15566,<=50K
15567,<=50K
15568,<=50K
15569,>50K
15570,<=50K
15571,<=50K
15572,<=50K
15574,<=50K
15575,<=50K
15576,<=50K
15577,<=50K
15578,<=50K
15579,>50K
15580,<=50K
15581,<=50K
15582,<=50K
15583,<=50K
15584,>50K
15585,>50K
15586,<=50K
15587,>50K
15588,>50K
15589,<=50K
15590,>50K
15591,<=50K
15594,>50K
15595,>50K
15596,<=50K
15597,<=50K
15598,<=50K
15600,<=50K
15601,>50K
15602,>50K
15603,<=50K
15604,<=50K
15605,<=50K
15606,>50K
15607,<=50K
15608,<=50K
15609,<=50K
15610,>50K
15611,>50K
15612,<=50K
15613,<=50K
15614,<=50K
15615,<=50K
15616,<=50K
15617,<=50K
15618,<=50K
15619,<=50K
15620,<=50K
15621,<=50K
15622,>50K
15623,<=50K
15624,<=50K
15625,<=50K
15626,<=50K
15627,<=50K
15628,<=50K
15629,>50K
15630,<=50K
15631,<=50K
15632,<=50K
15633,>50K
15634,<=50K
15635,<=50K
15636,<=50K
15639,<=50K
15640,<=50K
15641,<=50K
15642,<=50K
15643,<=50K
15644,<=50K
15645,>50K
15646,<=50K
15647,<=50K
15648,>50K
15649,<=50K
15650,<=50K
15651,>50K
15652,<=50K
15653,<=50K
15655,<=50K
15656,<=50K
15657,<=50K
15658,<=50K
15659,>50K
15660,<=50K
15661,<=50K
15662,<=50K
15663,<=50K
15664,<=50K
15665,<=50K
15666,<=50K
15667,<=50K
15668,<=50K
15669,<=50K
15670,<=50K
15671,<=50K
15672,<=50K
15673,<=50K
15674,>50K
15675,<=50K
15676,<=50K
15677,<=50K
15680,<=50K
15681,>50K
15682,<=50K
15685,<=50K
15686,<=50K
15687,>50K
15688,<=50K
15689,>50K
15690,>50K
15691,<=50K
15692,>50K
15693,<=50K
15694,<=50K
15695,<=50K
15696,<=50K
15697,<=50K
15698,<=50K
15699,<=50K
15700,>50K
15701,<=50K
15702,>50K
15703,<=50K
15704,<=50K
15705,>50K
15706,<=50K
15707,>50K
15708,>50K
15709,>50K
15713,<=50K
15714,<=50K
15715,<=50K
15716,<=50K
15717,<=50K
15718,<=50K
15719,>50K
15720,<=50K
15721,<=50K
15722,<=50K
15723,<=50K
15724,<=50K
15725,>50K
15726,<=50K
15727,<=50K
15728,<=50K
15729,>50K
15730,<=50K
15731,<=50K
15733,<=50K
15734,<=50K
15735,<=50K
15736,>50K
15737,<=50K
15738,<=50K
15739,<=50K
15740,>50K
15741,>50K
15742,>50K
15743,<=50K
15744,<=50K
15745,<=50K
15746,<=50K
15749,>50K
15750,<=50K
15751,<=50K
15752,<=50K
15753,<=50K
15754,<=50K
15755,<=50K
15756,<=50K
15757,>50K
15758,<=50K
15759,<=50K
15760,<=50K
15761,<=50K
15762,<=50K
15763,<=50K
15764,<=50K
15765,<=50K
15766,<=50K
15767,<=50K
15769,<=50K
15770,>50K
15771,>50K
15772,<=50K
15773,<=50K
15774,<=50K
15775,>50K
15776,<=50K
15777,<=50K
15778,<=50K
15779,<=50K
15780,<=50K
15782,<=50K
15783,<=50K
15784,>50K
15785,>50K
15786,<=50K
15788,<=50K
15789,>50K
15790,<=50K
15791,>50K
15792,>50K
15793,<=50K
15794,<=50K
15795,>50K
15797,<=50K
15798,<=50K
15799,<=50K
15800,<=50K
15801,<=50K
15802,>50K
15803,<=50K
15804,<=50K
15805,<=50K
15806,>50K
15807,<=50K
15808,>50K
15809,<=50K
15810,<=50K
15811,<=50K
15813,<=50K
15814,<=50K
15815,>50K
15816,<=50K
15817,<=50K
15818,>50K
15819,<=50K
15820,<=50K
15821,<=50K
15824,>50K
15825,>50K
15826,<=50K
15827,<=50K
15828,<=50K
15829,<=50K
15830,<=50K
15831,<=50K
15833,>50K
15834,>50K
15835,<=50K
15837,<=50K
15838,<=50K
15840,>50K
15841,>50K
15842,<=50K
15843,>50K
15844,<=50K
15845,<=50K
15847,>50K
15848,<=50K
15849,<=50K
15850,<=50K
15852,<=50K
15853,<=50K
15854,>50K
15855,>50K
15857,<=50K
15858,<=50K
15859,<=50K
15860,<=50K
15862,<=50K
15863,<=50K
15865,<=50K
15866,<=50K
15867,>50K
15868,<=50K
15869,<=50K
15870,<=50K
15871,<=50K
15872,<=50K
15873,>50K
15874,>50K
15875,<=50K
15877,<=50K
15878,<=50K
15880,<=50K
15881,<=50K
15882,<=50K
15883,<=50K
15884,<=50K
15885,<=50K
15886,<=50K
15887,<=50K
15888,<=50K
15889,<=50K
15890,<=50K
15891,>50K
15892,<=50K
15893,<=50K
15894,<=50K
15895,<=50K
15896,<=50K
15897,<=50K
15898,<=50K
15899,>50K
15900,>50K
15901,<=50K
15902,<=50K
15903,<=50K
15904,<=50K
15905,<=50K
15906,<=50K
15907,<=50K
15908,<=50K
15910,<=50K
15911,<=50K
15913,<=50K
15914,<=50K
15915,>50K
15917,>50K
15918,<=50K
15919,<=50K
15920,<=50K
15921,<=50K
15923,<=50K
15925,<=50K
15926,>50K
15927,<=50K
15928,>50K
15929,<=50K
15930,<=50K
15931,<=50K
15932,<=50K
15933,<=50K
15934,<=50K
15935,<=50K
15936,<=50K
15937,>50K
15938,<=50K
15939,>50K
15940,<=50K
15941,<=50K
15942,>50K
15943,<=50K
15944,<=50K
15945,<=50K
15946,<=50K
15947,<=50K
15948,>50K
15949,<=50K
15950,<=50K
15951,>50K
15953,<=50K
15954,<=50K
15955,>50K
15956,>50K
15957,<=50K
15958,<=50K
15959,<=50K
15960,<=50K
15961,<=50K
15962,<=50K
15963,<=50K
15964,>50K
15965,<=50K
15966,<=50K
15967,<=50K
15968,<=50K
15969,<=50K
15970,>50K
15971,<=50K
15972,<=50K
15973,>50K
15974,<=50K
15975,<=50K
15976,<=50K
15977,<=50K
15978,<=50K
15979,>50K
15980,<=50K
15981,<=50K
15982,<=50K
15984,<=50K
15985,<=50K
15986,>50K
15987,<=50K
15989,>50K
15990,<=50K
15991,<=50K
15993,<=50K
15994,<=50K
15995,<=50K
15996,>50K
15997,<=50K
15998,<=50K
15999,>50K
16000,>50K
16002,<=50K
16003,<=50K
16004,<=50K
16005,<=50K
16007,<=50K
16008,>50K
16009,>50K
16010,<=50K
16011,<=50K
16012,<=50K
16013,<=50K
16014,<=50K
16015,<=50K
16016,<=50K
16017,<=50K
16019,<=50K
16020,<=50K
16021,>50K
16022,<=50K
16023,<=50K
16024,<=50K
16025,<=50K
16026,<=50K
16027,<=50K
16028,>50K
16029,<=50K
16030,>50K
16031,<=50K
16033,<=50K
16034,<=50K
16036,<=50K
16037,>50K
16038,<=50K
16039,<=50K
16040,>50K
16041,<=50K
16042,<=50K
16044,<=50K
16045,<=50K
16046,<=50K
16047,<=50K
16048,<=50K
16049,<=50K
16050,<=50K
16051,<=50K
16052,>50K
16053,<=50K
16054,<=50K
16055,>50K
16056,<=50K
16057,<=50K
16058,<=50K
16059,<=50K
16060,>50K
16061,>50K
16062,<=50K
16063,<=50K
16064,<=50K
16065,>50K
16066,>50K
16067,<=50K
16068,>50K
16069,>50K
16070,<=50K
16071,<=50K
